I,e-puck(4),84.045140,84.045140,0.000000,0.000000
P,e-puck(4),-0.486024,-0.668418,259.526690,0.000000
A,e-puck(4),84.045140,0.000000,0.000000,0.000000
U,e-puck(4),-0.486024,-0.668418,0.000000,0.000000
V,e-puck(4),0.000000,0.000000,0.000000,0.000000
P,e-puck(4),-0.486044,-0.668409,259.526688,0.000000
A,e-puck(4),84.047130,0.000000,0.000000,0.000000
U,e-puck(4),-0.422554,-0.475597,0.000000,0.000000
V,e-puck(4),-0.118554,-0.090142,0.000000,0.000000
P,e-puck(4),-0.486054,-0.668373,259.545136,0.000000
A,e-puck(4),84.042458,0.000000,0.000000,0.000000
U,e-puck(4),-0.411310,-0.441395,0.000000,0.000000
V,e-puck(4),-0.165755,-0.125944,0.000000,0.000000
P,e-puck(4),-0.486054,-0.668300,259.571010,0.000000
A,e-puck(4),84.029141,0.000000,0.000000,0.000000
U,e-puck(4),-0.372073,-0.322202,0.000000,0.000000
V,e-puck(4),-0.265008,-0.201160,0.000000,0.000000
P,e-puck(4),-0.486041,-0.668165,259.612433,0.000000
A,e-puck(4),84.002406,0.000000,0.000000,0.000000
U,e-puck(4),-0.360891,-0.288149,0.000000,0.000000
V,e-puck(4),-0.311689,-0.236239,0.000000,0.000000
P,e-puck(4),-0.486023,-0.667998,259.661468,0.000000
A,e-puck(4),83.968980,0.000000,0.000000,0.000000
U,e-puck(4),-0.345544,-0.241453,0.000000,0.000000
V,e-puck(4),-0.365968,-0.276880,0.000000,0.000000
P,e-puck(4),-0.485998,-0.667798,259.719326,0.000000
A,e-puck(4),83.928502,0.000000,0.000000,0.000000
U,e-puck(4),-0.363683,-0.296422,0.000000,0.000000
V,e-puck(4),-0.357411,-0.269834,0.000000,0.000000
P,e-puck(4),-0.485972,-0.667593,259.776365,0.000000
A,e-puck(4),83.886725,0.000000,0.000000,0.000000
U,e-puck(4),-0.413380,-0.447187,0.000000,0.000000
V,e-puck(4),-0.289471,-0.218089,0.000000,0.000000
P,e-puck(4),-0.485943,-0.667384,259.823095,0.000000
A,e-puck(4),83.843768,0.000000,0.000000,0.000000
U,e-puck(4),-0.414974,-0.451931,0.000000,0.000000
V,e-puck(4),-0.311287,-0.234117,0.000000,0.000000
P,e-puck(4),-0.485914,-0.667172,259.873420,0.000000
A,e-puck(4),83.800236,0.000000,0.000000,0.000000
U,e-puck(4),-0.431468,-0.501892,0.000000,0.000000
V,e-puck(4),-0.304953,-0.228929,0.000000,0.000000
P,e-puck(4),-0.485885,-0.666959,259.923055,0.000000
A,e-puck(4),83.756639,0.000000,0.000000,0.000000
U,e-puck(4),-0.419153,-0.464418,0.000000,0.000000
V,e-puck(4),-0.352408,-0.264062,0.000000,0.000000
P,e-puck(4),-0.485858,-0.666747,259.980549,0.000000
A,e-puck(4),83.713518,0.000000,0.000000,0.000000
U,e-puck(4),-0.446528,-0.547378,0.000000,0.000000
V,e-puck(4),-0.325203,-0.243167,0.000000,0.000000
P,e-puck(4),-0.485830,-0.666540,260.034093,0.000000
A,e-puck(4),83.671081,0.000000,0.000000,0.000000
U,e-puck(4),-0.433250,-0.506996,0.000000,0.000000
V,e-puck(4),-0.374065,-0.279138,0.000000,0.000000
P,e-puck(4),-0.485805,-0.666335,260.095826,0.000000
A,e-puck(4),83.629660,0.000000,0.000000,0.000000
U,e-puck(4),-0.410343,-0.437417,0.000000,0.000000
V,e-puck(4),-0.440894,-0.328239,0.000000,0.000000
P,e-puck(4),-0.485782,-0.666133,260.168949,0.000000
A,e-puck(4),83.589225,0.000000,0.000000,0.000000
U,e-puck(4),-0.394145,-0.388202,0.000000,0.000000
V,e-puck(4),-0.495035,-0.367535,0.000000,0.000000
P,e-puck(4),-0.485762,-0.665932,260.251628,0.000000
A,e-puck(4),83.549250,0.000000,0.000000,0.000000
U,e-puck(4),-0.380307,-0.346156,0.000000,0.000000
V,e-puck(4),-0.544657,-0.403126,0.000000,0.000000
P,e-puck(4),-0.485742,-0.665728,260.343295,0.000000
A,e-puck(4),83.508832,0.000000,0.000000,0.000000
U,e-puck(4),-0.396583,-0.395402,0.000000,0.000000
V,e-puck(4),-0.537446,-0.396447,0.000000,0.000000
P,e-puck(4),-0.485705,-0.665417,260.434481,0.000000
A,e-puck(4),83.446274,0.000000,0.000000,0.000000
U,e-puck(4),-0.386047,-0.363349,0.000000,0.000000
V,e-puck(4),-0.580529,-0.426759,0.000000,0.000000
P,e-puck(4),-0.485666,-0.665088,260.534077,0.000000
A,e-puck(4),83.380049,0.000000,0.000000,0.000000
U,e-puck(4),-0.364622,-0.298321,0.000000,0.000000
V,e-puck(4),-0.644092,-0.471699,0.000000,0.000000
P,e-puck(4),-0.485625,-0.664728,260.645587,0.000000
A,e-puck(4),83.307822,0.000000,0.000000,0.000000
U,e-puck(4),-0.391308,-0.378993,0.000000,0.000000
V,e-puck(4),-0.616692,-0.449782,0.000000,0.000000
P,e-puck(4),-0.485583,-0.664361,260.753735,0.000000
A,e-puck(4),83.234366,0.000000,0.000000,0.000000
U,e-puck(4),-0.373626,-0.325341,0.000000,0.000000
V,e-puck(4),-0.672943,-0.488787,0.000000,0.000000
P,e-puck(4),-0.485543,-0.663988,260.872801,0.000000
A,e-puck(4),83.160042,0.000000,0.000000,0.000000
U,e-puck(4),-0.347719,-0.246822,0.000000,0.000000
V,e-puck(4),-0.744790,-0.538511,0.000000,0.000000
P,e-puck(4),-0.485504,-0.663609,261.006046,0.000000
A,e-puck(4),83.084920,0.000000,0.000000,0.000000
U,e-puck(4),-0.393894,-0.386348,0.000000,0.000000
V,e-puck(4),-0.679935,-0.489239,0.000000,0.000000
P,e-puck(4),-0.485464,-0.663224,261.129421,0.000000
A,e-puck(4),83.008580,0.000000,0.000000,0.000000
U,e-puck(4),-0.413563,-0.445677,0.000000,0.000000
V,e-puck(4),-0.664945,-0.476263,0.000000,0.000000
P,e-puck(4),-0.485424,-0.662833,261.251478,0.000000
A,e-puck(4),82.931187,0.000000,0.000000,0.000000
U,e-puck(4),-0.427047,-0.486267,0.000000,0.000000
V,e-puck(4),-0.661450,-0.471602,0.000000,0.000000
P,e-puck(4),-0.485384,-0.662437,261.374244,0.000000
A,e-puck(4),82.853078,0.000000,0.000000,0.000000
U,e-puck(4),-0.385317,-0.360047,0.000000,0.000000
V,e-puck(4),-0.762912,-0.541296,0.000000,0.000000
P,e-puck(4),-0.485348,-0.662037,261.517217,0.000000
A,e-puck(4),82.774761,0.000000,0.000000,0.000000
U,e-puck(4),-0.348749,-0.249469,0.000000,0.000000
V,e-puck(4),-0.854795,-0.603115,0.000000,0.000000
P,e-puck(4),-0.485315,-0.661631,261.679520,0.000000
A,e-puck(4),82.696077,0.000000,0.000000,0.000000
U,e-puck(4),-0.374876,-0.328155,0.000000,0.000000
V,e-puck(4),-0.827157,-0.580107,0.000000,0.000000
P,e-puck(4),-0.485275,-0.661178,261.838831,0.000000
A,e-puck(4),82.607764,0.000000,0.000000,0.000000
U,e-puck(4),-0.397555,-0.396382,0.000000,0.000000
V,e-puck(4),-0.805747,-0.561743,0.000000,0.000000
P,e-puck(4),-0.485236,-0.660718,261.996408,0.000000
A,e-puck(4),82.518362,0.000000,0.000000,0.000000
U,e-puck(4),-0.432163,-0.500517,0.000000,0.000000
V,e-puck(4),-0.761158,-0.527590,0.000000,0.000000
P,e-puck(4),-0.485197,-0.660253,262.147271,0.000000
A,e-puck(4),82.428115,0.000000,0.000000,0.000000
U,e-puck(4),-0.446971,-0.544911,0.000000,0.000000
V,e-puck(4),-0.754155,-0.519775,0.000000,0.000000
P,e-puck(4),-0.485158,-0.659786,262.298512,0.000000
A,e-puck(4),82.337694,0.000000,0.000000,0.000000
U,e-puck(4),-0.458447,-0.579217,0.000000,0.000000
V,e-puck(4),-0.753331,-0.516245,0.000000,0.000000
P,e-puck(4),-0.485122,-0.659320,262.451433,0.000000
A,e-puck(4),82.247823,0.000000,0.000000,0.000000
U,e-puck(4),-0.397758,-0.396301,0.000000,0.000000
V,e-puck(4),-0.891237,-0.606870,0.000000,0.000000
P,e-puck(4),-0.485091,-0.658856,262.634629,0.000000
A,e-puck(4),82.159436,0.000000,0.000000,0.000000
U,e-puck(4),-0.412768,-0.441185,0.000000,0.000000
V,e-puck(4),-0.883754,-0.597626,0.000000,0.000000
P,e-puck(4),-0.485063,-0.658395,262.819023,0.000000
A,e-puck(4),82.072163,0.000000,0.000000,0.000000
U,e-puck(4),-0.388862,-0.369068,0.000000,0.000000
V,e-puck(4),-0.951214,-0.638572,0.000000,0.000000
P,e-puck(4),-0.485040,-0.657936,263.020332,0.000000
A,e-puck(4),81.985971,0.000000,0.000000,0.000000
U,e-puck(4),-0.372145,-0.318607,0.000000,0.000000
V,e-puck(4),-1.004998,-0.669372,0.000000,0.000000
P,e-puck(4),-0.485020,-0.657476,263.236402,0.000000
A,e-puck(4),81.900279,0.000000,0.000000,0.000000
U,e-puck(4),-0.403071,-0.411219,0.000000,0.000000
V,e-puck(4),-0.966563,-0.638569,0.000000,0.000000
P,e-puck(4),-0.485001,-0.657011,263.447607,0.000000
A,e-puck(4),81.814031,0.000000,0.000000,0.000000
U,e-puck(4),-0.400582,-0.403514,0.000000,0.000000
V,e-puck(4),-0.992614,-0.650397,0.000000,0.000000
P,e-puck(4),-0.484977,-0.656479,263.667930,0.000000
A,e-puck(4),81.714869,0.000000,0.000000,0.000000
U,e-puck(4),-0.361598,-0.286363,0.000000,0.000000
V,e-puck(4),-1.089707,-0.707667,0.000000,0.000000
P,e-puck(4),-0.484955,-0.655899,263.913874,0.000000
A,e-puck(4),81.607530,0.000000,0.000000,0.000000
U,e-puck(4),-0.370623,-0.407058,0.000000,0.000000
V,e-puck(4),-1.050349,-0.649848,0.000000,0.000000
P,e-puck(4),-0.484936,-0.655313,264.171709,0.000000
A,e-puck(4),81.499841,0.000000,0.000000,0.000000
U,e-puck(4),-0.267801,-0.393598,0.000000,0.000000
V,e-puck(4),-1.173600,-0.597619,0.000000,0.000000
P,e-puck(4),-0.484939,-0.654720,264.542439,0.000000
A,e-puck(4),81.394635,0.000000,0.000000,0.000000
U,e-puck(4),-0.120588,-0.317968,0.000000,0.000000
V,e-puck(4),-1.351037,-0.556246,0.000000,0.000000
P,e-puck(4),-0.484968,-0.654120,265.053971,0.000000
A,e-puck(4),81.293051,0.000000,0.000000,0.000000
U,e-puck(4),-0.131350,-0.348411,0.000000,0.000000
V,e-puck(4),-1.389865,-0.523928,0.000000,0.000000
P,e-puck(4),-0.485011,-0.653515,265.611322,0.000000
A,e-puck(4),81.192958,0.000000,0.000000,0.000000
U,e-puck(4),-0.190806,-0.407099,0.000000,0.000000
V,e-puck(4),-1.387427,-0.497423,0.000000,0.000000
P,e-puck(4),-0.485061,-0.652906,266.184175,0.000000
A,e-puck(4),81.093578,0.000000,0.000000,0.000000
U,e-puck(4),-0.000342,-0.266962,0.000000,0.000000
V,e-puck(4),-1.618216,-0.459763,0.000000,0.000000
P,e-puck(4),-0.485146,-0.652288,266.929780,0.000000
A,e-puck(4),80.998858,0.000000,0.000000,0.000000
U,e-puck(4),0.183771,-0.128694,0.000000,0.000000
V,e-puck(4),-1.844702,-0.414109,0.000000,0.000000
P,e-puck(4),-0.485263,-0.651551,267.850626,0.000000
A,e-puck(4),80.888390,0.000000,0.000000,0.000000
U,e-puck(4),0.040018,-0.241826,0.000000,0.000000
V,e-puck(4),-1.768962,-0.384676,0.000000,0.000000
P,e-puck(4),-0.485387,-0.650809,268.741733,0.000000
A,e-puck(4),80.778438,0.000000,0.000000,0.000000
U,e-puck(4),0.077592,-0.213919,0.000000,0.000000
V,e-puck(4),-1.859706,-0.341513,0.000000,0.000000
P,e-puck(4),-0.485537,-0.650063,269.719009,0.000000
A,e-puck(4),80.672566,0.000000,0.000000,0.000000
U,e-puck(4),-0.132051,-0.375884,0.000000,0.000000
V,e-puck(4),-1.722542,-0.321400,0.000000,0.000000
